Name,Year,Country,Genre,Rating,Metascore,Runtime,Sound_mix,Color,Budget,Gross,Director,Stars
The Fugitive,1993,USA," Action, Crime, Drama, Mystery, Thriller",7.8,88,130 min,Dolby Stereo,Color,"$44,000,000 ","$183,875,760 ",Andrew Davis ,"Harrison Ford,Tommy Lee Jones,Sela Ward"
"Blood In, Blood Out",1993,USA," Crime, Drama",8,0,180 min,Dolby,Color,"$35,000,000 ","$4,496,583 ",Taylor Hackford ,"Damian Chapa,Jesse Borrego,Benjamin Bratt"
Sliver,1993,USA," Drama, Thriller",4.9,0,107 min,Dolby SR,Color,"$40,000,000 ","$36,300,000 ",Phillip Noyce ,"Sharon Stone,William Baldwin,Tom Berenger"
Demolition Man,1993,USA," Action, Crime, Sci-Fi, Thriller",6.6,34,115 min,Dolby Stereo,Color,"$57,000,000 ","$58,055,768 ",Marco Brambilla ,"Sylvester Stallone,Wesley Snipes,Sandra Bullock"
The Piano,1993,New Zealand," Drama, Music, Romance",7.6,89,121 min,Dolby,Color,"$7,000,000 ","$40,158,000 ",Jane Campion ,"Holly Hunter,Harvey Keitel,Sam Neill"
In the Name of the Father,1993,Ireland," Biography, Drama",8.1,84,133 min,Dolby,Color,"$13,000,000 ","$25,010,410 ",Jim Sheridan ,"Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie"
The Secret Garden,1993,USA," Drama, Family, Fantasy",7.3,0,101 min,Dolby SR,Color,0,"$31,181,347 ",Agnieszka Holland ,"Kate Maberly,Maggie Smith,Heydon Prowse"
Hocus Pocus,1993,USA," Comedy, Family, Fantasy",6.7,0,96 min,Dolby Digital,Color,"$28,000,000 ","$39,514,713 ",Kenny Ortega ,"Bette Midler,Sarah Jessica Parker,Kathy Najimy"
Cliffhanger,1993,USA," Action, Adventure, Thriller",6.4,60,112 min,70 mm 6-Track,Color,"$70,000,000 ","$84,049,211 ",Renny Harlin ,"Sylvester Stallone,John Lithgow,Michael Rooker"
Naked,1993,UK," Comedy, Drama",7.9,84,132 min,Dolby,Color,0,"$1,769,305 ",Mike Leigh ,"David Thewlis,Lesley Sharp,Katrin Cartlidge"
The Good Son,1993,USA," Drama, Horror, Thriller",6.4,0,87 min,Dolby,Color,"$17,000,000 ","$44,594,000 ",Joseph Ruben ,"Macaulay Culkin,Elijah Wood,Wendy Crewson"
In the Line of Fire,1993,USA," Action, Drama, Thriller",7.2,74,128 min,70 mm 6-Track,Color,"$40,000,000 ","$102,314,283 ",Wolfgang Petersen ,"Clint Eastwood,John Malkovich,Rene Russo"
Much Ado About Nothing,1993,UK," Comedy, Drama, Romance",7.4,0,111 min,Dolby,Color,"$11,000,000 ","$22,551,000 ",Kenneth Branagh ,"Kenneth Branagh,Emma Thompson,Keanu Reeves"
The Three Musketeers,1993,Austria," Action, Adventure, Comedy, Family, Romance",6.4,0,105 min,Dolby,Color,"$30,000,000 ","$53,898,845 ",Stephen Herek ,"Charlie Sheen,Kiefer Sutherland,Chris O'Donnell"
Free Willy,1993,USA," Adventure, Drama, Family",5.9,79,112 min,Dolby Digital,Color,"$20,000,000 ","$77,698,625 ",Simon Wincer ,"Jason James Richter,Lori Petty,Michael Madsen"
Super Mario Bros.,1993,UK," Adventure, Comedy, Family, Fantasy, Sci-Fi",4,0,104 min,Dolby Digital,Color,"$42,000,000 ","$20,915,465 ",,"Bob Hoskins,John Leguizamo,Dennis Hopper"
The Age of Innocence,1993,USA," Drama, Romance",7.2,83,139 min,Dolby Stereo,Color,"$30,000,000 ","$32,000,000 ",Martin Scorsese ,"Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder"
Alive,1993,USA," Adventure, Biography, Drama, Thriller",7.1,0,120 min,Dolby,Color,"$32,000,000 ","$36,733,909 ",Frank Marshall ,"Ethan Hawke,Vincent Spano,Josh Hamilton"
Grumpy Old Men,1993,USA," Comedy, Drama, Romance",6.9,53,103 min,Dolby SR,Color,0,"$70,172,621 ",Donald Petrie ,"Jack Lemmon,Walter Matthau,Ann-Margret"
Menace II Society,1993,USA," Crime, Drama, Thriller",7.5,76,97 min,Dolby,Color,"$3,500,000 ","$27,900,000 ",,"Tyrin Turner,Larenz Tate,June Kyoto Lu"
The Crush,1993,USA," Drama, Thriller",5.7,0,89 min,Dolby Digital,Color,"$6,000,000 ","$13,609,396 ",Alan Shapiro ,"Cary Elwes,Alicia Silverstone,Jennifer Rubin"
The Pelican Brief,1993,USA," Crime, Drama, Mystery, Thriller",6.6,50,141 min,Dolby Digital,Color,"$45,000,000 ","$100,768,056 ",Alan J. Pakula ,"Julia Roberts,Denzel Washington,Sam Shepard"
Six Degrees of Separation,1993,USA," Comedy, Drama, Mystery",6.9,0,112 min,Dolby Stereo,Color,"$12,000,000 ","$6,410,676 ",Fred Schepisi ,"Will Smith,Stockard Channing,Donald Sutherland"
Hot Shots! Part Deux,1993,USA," Action, Comedy",6.6,0,86 min,Dolby,Color,"$25,000,000 ","$38,911,970 ",Jim Abrahams ,"Charlie Sheen,Lloyd Bridges,Valeria Golino"
This Boy's Life,1993,USA," Biography, Drama",7.3,60,115 min,Dolby,Color,0,"$4,104,962 ",Michael Caton-Jones ,"Robert De Niro,Leonardo DiCaprio,Ellen Barkin"
Benny & Joon,1993,USA," Comedy, Drama, Romance",7.2,0,98 min,Dolby,Color,0,"$23,202,734 ",Jeremiah S. Chechik (as Jeremiah Chechik)            ,"Johnny Depp,Mary Stuart Masterson,Aidan Quinn"
The Remains of the Day,1993,USA," Drama, Romance",7.9,84,134 min,70 mm 6-Track,Color,"$15,000,000 ","$22,954,968 ",James Ivory ,"Anthony Hopkins,Emma Thompson,John Haycraft"
Forrest Gump,1994,USA," Comedy, Drama, Romance",8.8,82,142 min,DTS, Black and White,"$55,000,000 ","$329,691,196 ",Robert Zemeckis ,"Tom Hanks,Robin Wright,Gary Sinise"
The Shawshank Redemption,1994,USA," Crime, Drama",9.3,80,142 min,Dolby Digital,Color,"$25,000,000 ","$28,341,469 ",Frank Darabont ,"Tim Robbins,Morgan Freeman,Bob Gunton"
Pulp Fiction,1994,USA," Crime, Drama",8.9,94,154 min,Dolby Digital,Color,"$8,000,000 ","$107,930,000 ",Quentin Tarantino ,"John Travolta,Uma Thurman,Samuel L. Jackson"
The Lion King,1994,USA," Animation, Adventure, Drama, Family, Musical",8.5,83,88 min,Dolby SR,Color,"$45,000,000 ","$422,783,777 ",,"Matthew Broderick,Jeremy Irons,James Earl Jones"
LÌ©on: The Professional,1994,France," Crime, Drama, Thriller",8.6,64,110 min,Dolby Digital,Color,"FRFåÊ115,000,000        ","$32,346,209 ",Luc Besson ,"Jean Reno,Gary Oldman,Natalie Portman"
Blank Check,1994,USA," Comedy, Crime, Family",5.2,0,93 min,Dolby,Color,0,"$30,577,969 ",Rupert Wainwright ,"Brian Bonsall,Karen Duffy,James Rebhorn"
The Crow,1994,USA," Action, Drama, Fantasy",7.6,71,102 min,Dolby,Color,"$23,000,000 ","$50,693,162 ",Alex Proyas ,"Brandon Lee,Michael Wincott,Rochelle Davis"
Ace Ventura: Pet Detective,1994,USA, Comedy,6.9,37,86 min,Dolby,Color,"$12,000,000 ","$72,217,000 ",Tom Shadyac ,"Jim Carrey,Courteney Cox,Sean Young"
Interview with the Vampire: The Vampire Chronicles,1994,USA," Drama, Fantasy, Horror",7.6,59,123 min,Dolby Digital,Color,"$60,000,000 ","$105,264,608 ",Neil Jordan ,"Brad Pitt,Tom Cruise,Antonio Banderas"
Speed,1994,USA," Action, Adventure, Crime, Thriller",7.2,78,116 min,Dolby Stereo,Color,"$30,000,000 ","$121,248,145 ",Jan de Bont ,"Keanu Reeves,Dennis Hopper,Sandra Bullock"
Dumb & Dumber,1994,USA, Comedy,7.3,41,107 min,Dolby Digital,Color,"$16,000,000 ","$127,175,354 ",,"Jim Carrey,Jeff Daniels,Lauren Holly"
Natural Born Killers,1994,USA," Crime, Drama",7.3,74,118 min,Dolby Digital, Black and White,"$34,000,000 ","$50,282,766 ",Oliver Stone ,"Woody Harrelson,Juliette Lewis,Tom Sizemore"
Legends of the Fall,1994,USA," Drama, Romance, War, Western",7.5,45,133 min,SDDS,Color,"$30,000,000 ","$66,528,842 ",Edward Zwick ,"Brad Pitt,Anthony Hopkins,Aidan Quinn"
The Mask,1994,USA," Comedy, Family, Fantasy",6.9,56,101 min,DTS,Color,"$18,000,000 ","$119,938,730 ",Chuck Russell (as Charles Russell)            ,"Jim Carrey,Cameron Diaz,Peter Riegert"
True Lies,1994,USA," Action, Comedy, Thriller",7.2,63,141 min,70 mm 6-Track,Color,"$115,000,000 ","$146,282,411 ",James Cameron ,"Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold"
Stargate,1994,France," Action, Adventure, Sci-Fi",7.1,42,116 min,DTS,Color,"$55,000,000 ","$71,565,669 ",Roland Emmerich ,"Kurt Russell,James Spader,Jaye Davidson"
The Little Rascals,1994,USA," Comedy, Family, Romance",6.3,0,82 min,DTS-Stereo,Color,0,"$51,764,950 ",Penelope Spheeris ,"Travis Tedford,Bug Hall,Brittany Ashton Holmes"
The Flintstones,1994,USA," Comedy, Family, Fantasy",4.8,38,91 min,DTS,Color,"$46,000,000 ","$130,512,915 ",Brian Levant ,"John Goodman,Rick Moranis,Rosie O'Donnell"
Four Weddings and a Funeral,1994,UK," Comedy, Drama, Romance",7.1,81,117 min,Dolby Digital,Color,"$4,400,000 ","$52,700,832 ",Mike Newell ,"Hugh Grant,Andie MacDowell,James Fleet"
D2: The Mighty Ducks,1994,USA," Comedy, Drama, Family, Sport",5.9,0,106 min,Dolby Digital,Color,0,"$45,610,410 ",Sam Weisman ,"Emilio Estevez,Kathryn Erbe,Michael Tucker"
Little Women,1994,USA," Drama, Family, Romance",7.3,87,115 min,Dolby SR,Color,"$15,000,000 ","$50,003,300 ",Gillian Armstrong ,"Susan Sarandon,Winona Ryder,Kirsten Dunst"
Clear and Present Danger,1994,USA," Action, Crime, Drama, Thriller",6.9,74,141 min,Dolby Stereo,Color,"$62,000,000 ","$122,012,710 ",Phillip Noyce ,"Harrison Ford,Willem Dafoe,Anne Archer"
Wolf,1994,USA," Drama, Horror, Romance, Thriller",6.2,0,125 min,SDDS,Color,"$70,000,000 ","$65,012,000 ",Mike Nichols ,"Jack Nicholson,Michelle Pfeiffer,James Spader"
"The Adventures of Priscilla, Queen of the Desert",1994,Australia," Comedy, Music",7.5,68,104 min,Dolby,Color,0,"$11,059,700 ",Stephan Elliott ,"Hugo Weaving,Guy Pearce,Terence Stamp"
Clerks,1994,USA, Comedy,7.8,70,92 min,Dolby, Black and White,"$230,000 ","$3,151,130 ",Kevin Smith ,"Brian O'Halloran,Jeff Anderson,Marilyn Ghigliotti"
Naked Gun 33 1/3: The Final Insult,1994,USA," Comedy, Crime",6.5,0,83 min,Dolby SR,Color,"$30,000,000 ","$51,109,400 ",Peter Segal ,"Leslie Nielsen,Priscilla Presley,George Kennedy"
Airheads,1994,USA," Comedy, Crime, Music",6.1,46,92 min,DTS,Color,0,"$5,370,000 ",Michael Lehmann ,"Brendan Fraser,Steve Buscemi,Adam Sandler"
When a Man Loves a Woman,1994,USA," Drama, Romance",6.5,0,126 min,Dolby,Color,0,"$50,021,959 ",Luis Mandoki ,"Meg Ryan,Andy Garcia,Ellen Burstyn"
Heavenly Creatures,1994,New Zealand," Biography, Crime, Drama, Thriller",7.4,0,99 min,Dolby,Color,"$5,000,000 ","$3,049,135 ",Peter Jackson ,"Melanie Lynskey,Kate Winslet,Sarah Peirse"
Star Trek: Generations,1994,USA," Action, Adventure, Mystery, Sci-Fi, Thriller",6.6,55,118 min,DTS,Color,"$35,000,000 ","$75,668,868 ",David Carson ,"Patrick Stewart,William Shatner,Malcolm McDowell"
Mary Shelley's Frankenstein,1994,USA," Drama, Horror, Romance, Sci-Fi",6.4,0,123 min,SDDS,Color,"$45,000,000 ","$22,024,639 ",Kenneth Branagh ,"Robert De Niro,Kenneth Branagh,Helena Bonham Carter"
Baby's Day Out,1994,USA," Adventure, Comedy, Crime, Drama, Family",6,0,99 min,DTS,Color,"$50,000,000 ","$16,671,505 ",Patrick Read Johnson ,"Lara Flynn Boyle,Joe Mantegna,Joe Pantoliano"
My Girl 2,1994,USA," Comedy, Drama, Family, Romance",5.2,0,99 min,Dolby,Color,0,"$16,660,950 ",Howard Zieff ,"Dan Aykroyd,Jamie Lee Curtis,Anna Chlumsky"
Street Fighter,1994,Japan," Action, Adventure, Comedy, Thriller",3.8,0,102 min,DTS-Stereo,Color,"$35,000,000 ","$33,423,521 ",Steven E. de Souza ,"Jean-Claude Van Damme,Raul Julia,Ming-Na Wen"
Junior,1994,USA," Comedy, Romance, Sci-Fi",4.5,0,109 min,DTS-Stereo,Color,"$60,000,000 ","$36,763,355 ",Ivan Reitman ,"Arnold Schwarzenegger,Danny DeVito,Emma Thompson"
PCU,1994,USA, Comedy,6.6,0,79 min,Dolby SR,Color,"$8,000,000 ","$4,350,774 ",Hart Bochner ,"Jeremy Piven,Chris Young,Megan Ward"
Wyatt Earp,1994,USA," Adventure, Biography, Crime, Drama, Western",6.6,47,191 min,Dolby Digital,Color,"$63,000,000 ","$25,052,000 ",Lawrence Kasdan ,"Kevin Costner,Dennis Quaid,Gene Hackman"
Ed Wood,1994,USA," Biography, Comedy, Drama",7.9,70,127 min,Dolby Digital, Black and White,"$18,000,000 ","$5,887,457 ",Tim Burton ,"Johnny Depp,Martin Landau,Sarah Jessica Parker"
New Nightmare,1994,USA," Fantasy, Horror, Mystery, Thriller",6.4,0,112 min,DTS-Stereo,Color,"$8,000,000 ","$18,090,181 ",Wes Craven ,"Heather Langenkamp,Robert Englund,Jeff Davis"
In the Mouth of Madness,1994,USA," Fantasy, Horror, Mystery, Thriller",7.2,0,95 min,Dolby SR,Color,"$8,000,000 ","$8,946,600 ",John Carpenter ,"Sam Neill,JÌ_rgen Prochnow,Julie Carmen"
Maverick,1994,USA," Action, Adventure, Comedy, Thriller, Western",7,0,127 min,Dolby SR,Color,"$75,000,000 ","$101,631,272 ",Richard Donner ,"Mel Gibson,Jodie Foster,James Garner"
The Specialist,1994,Peru," Action, Crime, Drama, Romance, Thriller",5.5,0,110 min,DTS,Color,"$45,000,000 ","$57,362,581 ",Luis Llosa ,"Sylvester Stallone,Sharon Stone,James Woods"
Muriel's Wedding,1994,Australia," Comedy, Drama, Romance",7.2,63,106 min,Dolby,Color,"$3,000,000 ","$15,185,594 ",P.J. Hogan ,"Toni Collette,Rachel Griffiths,Bill Hunter"
The Hudsucker Proxy,1994,UK," Comedy, Drama, Fantasy",7.3,53,111 min,Dolby Digital, Black and White,"$30,000,000 ","$2,869,369 ",,"Tim Robbins,Paul Newman,Jennifer Jason Leigh"
Milk Money,1994,USA," Comedy, Romance",5.5,0,110 min,Dolby,Color,0,"$18,137,661 ",Richard Benjamin ,"Melanie Griffith,Ed Harris,Michael Patrick Carter"
The Client,1994,USA," Crime, Drama, Mystery",6.7,65,119 min,Dolby SR,Color,"$45,000,000 ","$92,115,211 ",Joel Schumacher ,"Susan Sarandon,Tommy Lee Jones,Brad Renfro"
Quiz Show,1994,USA," Biography, Drama, History",7.5,88,133 min,Dolby,Color,"$31,000,000 ","$24,822,619 ",Robert Redford ,"Ralph Fiennes,John Turturro,Rob Morrow"
Angels in the Outfield,1994,USA," Comedy, Family, Fantasy, Sport",6.1,0,102 min,Dolby Digital,Color,"$24,000,000 ","$50,236,831 ",William Dear ,"Danny Glover,Brenda Fricker,Tony Danza"
Little Giants,1994,USA," Comedy, Family, Sport",6.3,0,107 min,DTS,Color,"$20,000,000 ","$19,288,821 ",Duwayne Dunham ,"Rick Moranis,Ed O'Neill,Shawna Waldron"
Immortal Beloved,1994,UK," Biography, Drama, Music, Romance",7.5,0,121 min,SDDS,Color,0,"$14,351,546 ",Bernard Rose ,"Gary Oldman,Jeroen KrabbÌ©,Isabella Rossellini"
Ghost in the Shell,1995,Japan," Animation, Action, Crime, Drama, Mystery, Sci-Fi, Thriller",8,76,83 min,Dolby Stereo,Color,"JPYåÊ600,000,000        ",0,Mamoru Oshii ,"Atsuko Tanaka,Iemasa Kayumi,Akio ÌÓtsuka"
Heat,1995,USA," Action, Crime, Drama, Thriller",8.2,76,170 min,Dolby Digital,Color,"$60,000,000 ","$67,436,000 ",Michael Mann ,"Al Pacino,Robert De Niro,Val Kilmer"
The Usual Suspects,1995,USA," Crime, Drama, Mystery, Thriller",8.6,77,106 min,Dolby Digital,Color,"$6,000,000 ","$23,272,306 ",Bryan Singer ,"Kevin Spacey,Gabriel Byrne,Chazz Palminteri"
Se7en,1995,USA," Crime, Drama, Mystery, Thriller",8.6,65,127 min,DTS,Color,"$33,000,000 ","$100,125,340 ",David Fincher ,"Morgan Freeman,Brad Pitt,Kevin Spacey"
Braveheart,1995,USA," Biography, Drama, History, War",8.4,68,178 min,DTS,Color,"$72,000,000 ","$75,600,000 ",Mel Gibson ,"Mel Gibson,Sophie Marceau,Patrick McGoohan"
Toy Story,1995,USA," Animation, Adventure, Comedy, Family, Fantasy",8.3,95,81 min,Dolby Digital,Color,"$30,000,000 ","$191,796,233 ",John Lasseter ,"Tom Hanks,Tim Allen,Don Rickles"
Waterworld,1995,USA," Action, Adventure, Sci-Fi, Thriller",6.1,56,135 min,DTS,Color,"$175,000,000 ","$88,246,220 ",Kevin Reynolds ,"Kevin Costner,Jeanne Tripplehorn,Dennis Hopper"
Friday,1995,USA," Comedy, Drama",7.3,54,91 min,Dolby Digital, Black and White,"$3,500,000 ","$27,900,000 ",F. Gary Gray ,"Ice Cube,Chris Tucker,Nia Long"
Pocahontas,1995,USA," Animation, Adventure, Drama, Family, Musical, Romance",6.7,58,81 min,Dolby SR,Color,"$55,000,000 ","$141,600,000 ",,"Mel Gibson,Linda Hunt,Christian Bale"
Kids,1995,USA, Drama,7,0,91 min,Dolby Digital,Color,"$1,500,000 ","$7,417,210 ",Larry Clark ,"Leo Fitzpatrick,Justin Pierce,ChloÌÇ Sevigny"
Showgirls,1995,France, Drama,4.6,16,128 min,DTS,Color,"$45,000,000 ","$20,302,961 ",Paul Verhoeven (as Jan Jansen)            ,"Elizabeth Berkley,Kyle MacLachlan,Gina Gershon"
Twelve Monkeys,1995,USA," Mystery, Sci-Fi, Thriller",8,74,129 min,DTS-Stereo,Color,"$29,000,001 ","$56,882,000 ",Terry Gilliam ,"Bruce Willis,Madeleine Stowe,Brad Pitt"
Jumanji,1995,USA," Action, Adventure, Family, Fantasy, Thriller",6.9,39,104 min,Dolby Digital,Color,"$50,000,000 ","$100,200,000 ",Joe Johnston ,"Robin Williams,Kirsten Dunst,Bonnie Hunt"
Mortal Kombat,1995,USA," Action, Adventure, Fantasy, Sci-Fi, Thriller",5.8,58,101 min,DTS,Color,"$18,000,000 ","$70,360,285 ",Paul W.S. Anderson (as Paul Anderson)            ,"Christopher Lambert,Robin Shou,Linden Ashby"
Clueless,1995,USA," Comedy, Romance",6.8,68,97 min,Dolby Digital,Color,"$12,000,000 ","$56,631,572 ",Amy Heckerling ,"Alicia Silverstone,Stacey Dash,Brittany Murphy"
Casino,1995,France," Crime, Drama",8.2,73,178 min,DTS-Stereo,Color,"$52,000,000 ","$42,438,300 ",Martin Scorsese ,"Robert De Niro,Sharon Stone,Joe Pesci"
Sudden Death,1995,USA," Action, Crime, Thriller",5.7,0,111 min,DTS,Color,"$35,000,000 ","$22,000,000 ",Peter Hyams ,"Jean-Claude Van Damme,Powers Boothe,Raymond J. Barry"
GoldenEye,1995,UK," Action, Adventure, Thriller",7.2,65,130 min,DTS,Color,"$60,000,000 ","$106,635,996 ",Martin Campbell ,"Pierce Brosnan,Sean Bean,Izabella Scorupco"
Mighty Morphin Power Rangers: The Movie,1995,USA," Action, Adventure, Family, Sci-Fi, Thriller",5.1,0,95 min,DTS,Color,"$15,000,000 ","$37,804,616 ",Bryan Spicer ,"Karan Ashley,Johnny Yong Bosch,Steve Cardenas"
Batman Forever,1995,USA," Action, Adventure, Fantasy, Romance",5.4,51,121 min,Dolby Digital,Color,"$100,000,000 ","$184,031,112 ",Joel Schumacher ,"Val Kilmer,Tommy Lee Jones,Jim Carrey"
Apollo 13,1995,USA," Adventure, Drama, History",7.6,77,140 min,DTS-Stereo,Color,"$52,000,000 ","$172,071,312 ",Ron Howard ,"Tom Hanks,Bill Paxton,Kevin Bacon"
Species,1995,USA," Action, Horror, Sci-Fi, Thriller",5.8,0,108 min,DTS,Color,"$35,000,000 ","$60,054,449 ",Roger Donaldson ,"Natasha Henstridge,Michael Madsen,Ben Kingsley"
"To Wong Foo Thanks for Everything, Julie Newmar",1995,USA," Comedy, Drama",6.4,0,109 min,DTS,Color,0,"$36,475,691 ",Beeban Kidron ,"Wesley Snipes,Patrick Swayze,John Leguizamo"
Bad Boys,1995,USA," Action, Comedy, Crime, Drama, Thriller",6.8,41,119 min,Dolby SR,Color,"$19,000,000 ","$65,807,024 ",Michael Bay ,"Will Smith,Martin Lawrence,Lisa Boyle"
Before Sunrise,1995,USA," Drama, Romance",8.1,77,101 min,Dolby SR,Color,"$2,500,000 ","$5,400,000 ",Richard Linklater ,"Ethan Hawke,Julie Delpy,Andrea Eckert"
Hackers,1995,USA," Comedy, Crime, Drama, Thriller",6.2,46,107 min,DTS-Stereo,Color,"$20,000,000 ","$7,564,000 ",Iain Softley ,"Jonny Lee Miller,Angelina Jolie,Jesse Bradford"
Casper,1995,USA," Comedy, Family, Fantasy",6,0,100 min,DTS,Color,"$50,000,000 ","$100,328,194 ",Brad Silberling ,"Bill Pullman,Christina Ricci,Cathy Moriarty"
Sense and Sensibility,1995,USA," Drama, Romance",7.7,84,136 min,Dolby SR,Color,"$16,000,000 ","$42,700,000 ",Ang Lee ,"Emma Thompson,Kate Winslet,James Fleet"
Heavy Weights,1995,USA," Comedy, Drama, Family, Sport",6.7,0,100 min,Dolby,Color,0,"$17,689,177 ",Steven Brill ,"Tom McGowan,Aaron Schwartz,Ben Stiller"
Leaving Las Vegas,1995,USA," Drama, Romance",7.6,82,111 min,Dolby Stereo,Color,"$3,600,000 ","$31,968,347 ",Mike Figgis ,"Nicolas Cage,Elisabeth Shue,Julian Sands"
Empire Records,1995,USA," Comedy, Drama, Music, Romance",6.7,30,90 min,SDDS,Color,0,"$303,841 ",Allan Moyle ,"Anthony LaPaglia,Debi Mazar,Maxwell Caulfield"
Tank Girl,1995,USA," Action, Comedy, Sci-Fi",5.2,0,104 min,DTS,Color,"$25,000,000 ","$4,064,333 ",Rachel Talalay ,"Lori Petty,Ice-T,Naomi Watts"
Billy Madison,1995,USA, Comedy,6.4,16,89 min,DTS,Color,"$10,000,000 ","$25,588,750 ",Tamra Davis ,"Adam Sandler,Darren McGavin,Bridgette Wilson-Sampras"
Die Hard with a Vengeance,1995,USA," Action, Adventure, Thriller",7.6,58,128 min,Dolby Digital,Color,"$90,000,000 ","$100,012,500 ",John McTiernan ,"Bruce Willis,Jeremy Irons,Samuel L. Jackson"
Judge Dredd,1995,USA," Action, Crime, Sci-Fi, Thriller",5.5,0,96 min,Dolby Digital,Color,"$70,000,000 ","$34,694,000 ",Danny Cannon ,"Sylvester Stallone,Armand Assante,Rob Schneider"
Desperado,1995,USA," Action, Thriller",7.2,55,104 min,Dolby Stereo,Color,"$7,000,000 ","$25,625,110 ",Robert Rodriguez ,"Antonio Banderas,Salma Hayek,Joaquim de Almeida"
Crimson Tide,1995,USA," Action, Drama, Thriller, War",7.3,66,116 min,Dolby Digital,Color,"$53,000,000 ","$91,400,000 ",Tony Scott ,"Gene Hackman,Denzel Washington,Matt Craven"
Ace Ventura: When Nature Calls,1995,USA," Adventure, Comedy, Crime",6.3,45,90 min,Dolby,Color,"$30,000,000 ","$108,360,000 ",Steve Oedekerk ,"Jim Carrey,Ian McNeice,Simon Callow"
Tommy Boy,1995,USA," Adventure, Comedy",7,0,97 min,Dolby Digital,Color,0,"$32,700,000 ",Peter Segal ,"Chris Farley,David Spade,Brian Dennehy"
Mallrats,1995,USA," Comedy, Romance",7.2,41,94 min,DTS-Stereo,Color,"$6,000,000 ","$2,122,561 ",Kevin Smith ,"Shannen Doherty,Jeremy London,Jason Lee"
La Haine,1995,France," Crime, Drama",8.1,0,98 min,Dolby SR, Black and White,"‰âÂ2,590,000        ","$309,811 ",Mathieu Kassovitz ,"Vincent Cassel,Hubert KoundÌ©,SaÌød Taghmaoui"
The Basketball Diaries,1995,USA," Biography, Crime, Drama, Sport",7.3,46,102 min,Dolby Digital,Color,0,"$2,424,439 ",Scott Kalvert ,"Leonardo DiCaprio,Lorraine Bracco,Marilyn Sokol"
Four Rooms,1995,USA, Comedy,6.7,0,98 min,Dolby,Color,"$4,000,000 ","$4,301,331 ",,"Tim Roth,Amanda De Cadenet,David Proval"
Outbreak,1995,USA," Action, Drama, Thriller",6.6,65,127 min,Dolby Digital,Color,"$50,000,000 ","$67,823,573 ",Wolfgang Petersen ,"Dustin Hoffman,Rene Russo,Morgan Freeman"
First Knight,1995,USA," Action, Adventure, Romance, Thriller",5.9,0,134 min,SDDS,Color,"$55,000,000 ","$37,600,435 ",Jerry Zucker ,"Sean Connery,Richard Gere,Julia Ormond"
Major Payne,1995,USA," Adventure, Comedy, Family",6.1,0,0 min,DTS,Color,0,"$29,412,050 ",Nick Castle ,"Damon Wayans,Michael Ironside,Scott Bigelow"
Dead Man,1995,USA," Drama, Fantasy, Western",7.7,62,121 min,Dolby, Black and White,"$9,000,000 ","$1,069,600 ",Jim Jarmusch ,"Johnny Depp,Gary Farmer,Crispin Glover"
Balto,1995,USA," Animation, Adventure, Drama, Family, History",7.1,0,0 min,Dolby Digital,Color,0,"$11,268,750 ",Simon Wells ,"Kevin Bacon,Bob Hoskins,Bridget Fonda"
While You Were Sleeping,1995,USA," Comedy, Drama, Romance",6.7,67,103 min,Dolby SR,Color,"$17,000,000 ","$81,057,016 ",Jon Turteltaub ,"Sandra Bullock,Bill Pullman,Peter Gallagher"
A Little Princess,1995,USA," Drama, Family, Fantasy",7.7,83,97 min,Dolby SR,Color,"$17,000,000 ","$10,019,307 ",Alfonso CuarÌ_n ,"Liesel Matthews,Eleanor Bron,Liam Cunningham"
Fargo,1996,USA," Crime, Drama, Thriller",8.1,85,98 min,Dolby SR,Color,"$7,000,000 ","$25,882,374 ",,"William H. Macy,Frances McDormand,Steve Buscemi"
Trainspotting,1996,UK, Drama,8.2,83,94 min,Dolby Digital,Color,"$3,500,000 ","$16,501,785 ",Danny Boyle ,"Ewan McGregor,Ewen Bremner,Jonny Lee Miller"
Independence Day,1996,USA," Action, Adventure, Sci-Fi",6.9,59,145 min,DTS 70 mm,Color,"$75,000,000 ","$306,124,059 ",Roland Emmerich ,"Will Smith,Bill Pullman,Jeff Goldblum"
Romeo + Juliet,1996,USA," Drama, Romance",6.8,60,120 min,DTS,Color,"$14,500,000 ","$46,338,728 ",Baz Luhrmann ,"Leonardo DiCaprio,Claire Danes,John Leguizamo"
Matilda,1996,USA," Comedy, Family, Fantasy",6.8,0,98 min,Dolby,Color,"$36,000,000 ","$33,084,249 ",Danny DeVito ,"Danny DeVito,Rhea Perlman,Mara Wilson"
That Thing You Do!,1996,USA," Comedy, Drama, Music",6.9,71,108 min,Dolby Digital,Color,"$26,000,000 ","$25,809,813 ",Tom Hanks ,"Tom Hanks,Liv Tyler,Charlize Theron"
Happy Gilmore,1996,USA," Comedy, Family, Sport",7,31,92 min,DTS,Color,"$12,000,000 ","$38,624,000 ",Dennis Dugan ,"Adam Sandler,Christopher McDonald,Julie Bowen"
Scream,1996,USA," Horror, Mystery",7.2,65,111 min,Dolby Digital,Color,"$14,000,000 ","$103,001,286 ",Wes Craven ,"Neve Campbell,Courteney Cox,David Arquette"
